cid	size	cluster
Text	92	essay.n,history.n,exemplum.n,brochure.n,fable.n,material.n,festschrift.n,pamphlet.n,haiku.n,issue.n,letter.n,paper [newspaper].n,limerick.n,paper [article].n,lyric.n,epic.a,fanzine.n,eulogy.n,memoir.n,publication.n,monograph.n,life.n,mystery.n,record.n,novel.n,textbook.n,novelette.n,novella.n,ode.n,poetry.n,poem.n,autobiography.n,rhyme.n,saga.n,song.n,sonnet.n,speech.n,tetralogy.n,thriller.n,tragedy.n,trilogy.n,whodunit.n,manual.n,imprecation.n,handbook.n,paperback.n,hardback.n,grimoire.n,spellbook.n,lay.n,book.n,magazine.n,tome.n,account.n,sermon.n,tract.n,screenplay.n,script.n,article.n,obituary.n,volume.n,mag.n,epilogue.n,edition.n,treatise.n,report.n,bulletin.n,tractate.n,hagiography.n,epigram.n,journal.n,periodical.n,editorial.n,meditation.n,booklet.n,biography.n,epistle.n,fiction.n,manuscript.n,ballad.n,chronicle.n,writings.n,diary.n,missive.n,drama.n,comedy.n,newspaper.n,elegy.n,list.n,epic.n,benediction.n,literature.n
Dispersal	13	pass on.v,dispersal.n,distribution.n,disseminate.v,strew.v,distribute.v,spread.v,disperse.v,sprinkle.v,scatter.v,dissolve.v,dissolution.n,dispersion.n
Triggering	2	set off.v,trigger.v
Impression	2	image.n,persona.n
Probability	6	chance.n,probability.n,odds.n,likelihood.n,significance.n,chances.n
Agriculture	3	farm.v,farming.n,cultivate.v
Body_description_holistic	42	heavy-set.a,muscular.a,brawny.a,tall.a,spindly.a,lean.a,portly.a,stout.a,thin.a,lanky.a,slender.a,stubby.a,angular.a,fat.a,pudgy.a,paunchy.a,skinny.a,puny.a,dumpy.a,scrawny.a,svelte.a,female.a,beefy.a,gaunt.a,big-boned.a,chubby.a,medium-build.a,hefty.a,wiry.a,male.a,stocky.a,plump.a,short.a,lithe.a,slim.a,thickset.a,rangy.a,squat.a,corpulent.a,bony.a,flabby.a,obese.a
Removing_scenario	0	
Convoy	2	convoy.n,train.n
Interrupt_process	3	uninterrupted.a,interrupt.v,interruption.n
Mental_activity	0	
Vehicle_subpart	12	seatbelt.n,windshield.n,tire.n,seat.n,trunk.n,door.n,wheel.n,brake.n,part.n,window.n,engine.n,hood.n
Commerce_goods-transfer	0	
Feeling	6	feelings.n,feel.v,experience.v,full.a,emotion.n,sense.n
Presence	3	presence.n,absence.n,present.a
Expend_resource	11	use up.v,eat up.v,devour.v,exhaust.v,deplete.v,squander.v,expend.v,run out.v,spend.v,go through.v,consume.v
Rising_to_a_challenge	2	rise.v,rise to the occasion.v
Biological_area	36	bog.n,wood.n,jungle.n,swampland.n,plain.n,meadowland.n,heathland.n,copse.n,glade.n,tundra.n,taiga.n,marsh.n,marshland.n,fen.n,shrubbery.n,moor.n,grassland.n,mead.n,lea.n,veld.n,wold.n,thicket.n,savanna.n,mire.n,prairie.n,bush.n,woodland.n,greenwood.n,swamp.n,spinney.n,mudflat.n,scrub.n,desert.n,oasis.n,forest.n,rainforest.n
Disembarking	9	debark.v,disembark.v,detrain.v,dismount.v,disembarkation.n,get.v,debus.v,alight.v,deplane.v
Rate_description	3	rapid.a,fast.a,rapidly.adv
Version_sequence	6	initial.a,draft.n,rough.a,working.a,preliminary.a,final.a
Reading_activity	1	read.v
Relational_political_locales	3	capital.n,county seat.n,see.n
Event_endstate	0	
Offering	4	offer.v,serve.v,extend.v,proffer.v
Communication	12	say.v,speech.n,signal.v,codeword.n,indicate.v,contact.n,communication [act].n,password.n,share.v,communicate.v,convey.v,communication [entity].n
Personal_relationship	61	familiar.a,fiancée.n,fiancé.n,divorcee.n,friend.n,relationship.n,betrothed.a,chummy.a,cohabit.v,cohabitation.n,partner.n,seeing.v,widower.n,widow.v,bachelor.n,divorced.a,break-up.n,buddy.n,date.v,moll.n,widow.n,paramour.n,wife.n,mistress.n,inamorata.n,court.v,beau.n,romance.n,widowed.a,sugar daddy.n,spouse.n,significant other.n,couple.n,cobber.n,betrothed.n,chum.n,husband.n,lover.n,pal.n,befriend.v,mate.n,crush.n,affair.n,married.a,adultery.n,girlfriend.n,amigo.n,single.a,suitor.n,sleep (together/with).v,engaged.a,spousal.a,engagement.n,marital.a,boyfriend.n,estranged.a,affianced.a,marriage.n,friendship.n,spinster.n,companion.n
Fleeing	4	run away.v,bolt.v,flight.n,flee.v
System_complexity	3	simple.a,complex.a,byzantine.a
Process_initial_state	0	
Gathering_up	8	amass.v,assemble.v,herd.v,bring together.v,round up.v,convene.v,gather.v,collect.v
Being_included	0	
Activity_finish	7	conclude.v,tie up.v,graduate.v,finish.v,wrap up.v,completion.n,complete.v
Perception_active	34	listen.v,look.n,taste.n,gaze.v,look.v,taste.v,observation.n,glance.n,view.v,observe.v,watch.v,palpate.v,feel.v,eavesdrop.v,squint.v,peek.n,admire.v,peek.v,eye.v,peep.v,gape.v,peer.v,gawk.v,goggle.v,savour.v,smell.v,glance.v,attend.v,sniff.n,sniff.v,spy.v,gaze.n,stare.n,stare.v
Typicality	13	average.a,normal.a,typically.adv,unusual.a,irregularity.n,curious.a,abnormal.a,common.a,conventional.a,odd.a,commonplace.a,vanilla.a,ordinary.a
Animals	6	pig.n,animal.n,sheep.n,cat.n,dog.n,cow.n
Entourage	4	retinue.n,tail.n,entourage.n,train.n
Ordinal_numbers	14	first.a,tenth.a,ninth.a,nineteenth.a,last.a,seventeenth.a,fifth.a,sixteenth.a,third.a,thirteenth.a,fourth.a,eighth.a,final.a,second.a
Omen	23	presage.n,ominous.a,foretoken.v,foreshadowing.n,bode.v,omen.n,foretell.v,portend.v,prefigure.v,threaten.v,promise.v,foreshadow.v,foretoken.n,harbinger.n,portent.n,forebode.v,promising.a,announce.v,promise.n,betoken.v,herald.v,augur.v,presage.v
Bringing	31	airlift.v,hump.v,bike.v,transport.n,take.v,trundle.v,transport.v,ferry.v,lug.v,cart.v,mobile.a,bus.v,drive.v,motor.v,truck.v,tote.v,row.v,bear.v,convey.v,fly.v,fetch.v,get.v,carry.v,portable.a,schlep.v,jet.v,bring.v,wheel.v,shuttle.v,haul.v,paddle.v
Abounding_with	67	bespattered.a,spattered.a,decorated.a,studded.a,lined.a,ornamented.a,varnished.a,painted.a,lacquered.a,glazed.a,wallpapered.a,gilded.a,embellished.a,panelled.a,rife.a,teem.v,piled.a,littered.a,full.a,filled.a,overfilled.a,bedecked.a,crawling.a,overcrowded.a,adorned.a,crawl.v,bejewelled.a,chock-a-block.a,chock-full.a,throng.v,surfaced.a,swarm.v,crowded.a,blanketed.a,jostling.a,thronged.a,covered.a,cloaked.a,coated.a,dabbed.a,thronging.a,dusted.a,smeared.a,buttered.a,draped.a,dotted.a,plastered.a,strewn.a,drizzled.a,splattered.a,tiled.a,injected.a,crammed.a,sprinkled.a,asphalted.a,stuffed.a,brushed.a,teeming.a,hung.a,jammed.a,paved.a,brimming.a,festooned.a,replete.a,decked.a,swarming.a,heaped.a
Difficulty	26	a cinch.n,challenging.a,a snap.n,easy.a,like taking candy from a baby.adv,a pain.n,arduous.a,challenge.n,a breeze.n,a pain in the neck.n,tough.a,ease.n,a piece of cake.n,trivial.a,child's play.n,difficulty.n,a bitch.n,a walk in the park.n,near thing.a,impossible.a,a doddle.n,no picnic.n,difficult.a,a bastard.n,hard.a,tricky.a
Questioning	12	question.v,interrogate.v,question.n,questioning.n,interrogation.n,query.v,ask.v,query.n,quiz.v,grill.v,inquire.v,inquiry.n
Rotting	10	rot.v,moulder.v,spoil.v,fester.v,rot.n,putrefy.v,decay.v,perish.v,decay.n,decompose.v
Compliance	35	lawless.a,breach.v,contrary.a,violate.v,breach.n,conformity.n,keep.v,honor.v,abide (by).v,obedient.a,observant.a,violation.n,play by the rules.v,circumvent.v,adhere.v,(in/out of) line.n,noncompliance.n,observance.n,disobey.v,in accordance.a,by-pass.v,adherence.n,contravention.n,contravene.v,follow.v,compliance.n,flout.v,conform.v,break.v,obey.v,observe.v,compliant.a,comply.v,transgress.v,transgression.n
Amalgamation	19	fuse.v,band together.v,unite.v,jumble.v,combination.n,mix.v,consolidate.v,amalgamate.v,come together.v,coalesce.v,blend.v,unify.v,combine.v,merge.v,commingle.v,meld.v,intermix.v,merger.n,join.v
Measure_area	2	acre.n,hectare.n
Post_getting	0	
Visitor_departure	0	
Activity_ongoing	8	continue.v,carry on.v,maintenance.n,proceed.v,keep on.v,keep up.v,maintain.v,keep.v
Complaining	15	whinge.v,belly-ache.v,bitch.v,grievance.n,moan.v,gripe.n,complain.v,grouse.v,grousing.n,complaint.n,gripe.v,grumble.v,lament.v,whine.v,piss and moan.v
Trial	2	case.n,trial.n
Plants	2	tree.n,weed.n
Opportunity	4	opportunity.n,chance.n,opportune.a,break.n
Exemplar	7	image.n,paragon.n,epitome.n,exemplar.n,model.n,prototype.n,true.a
Event_instance	7	twice.adv,occasion.n,repeated.a,time.n,once.adv,repeatedly.adv,thrice.adv
Emanating	7	radiate.v,emanate.v,excrete.v,issue.v,exude.v,secrete.v,discharge.v
Separating	11	sever.v,bisect.v,part.v,section.v,segregate.v,segment.v,separate.v,split.v,partition.v,divide.v,partition.n
Price_per_unit	1	rate.n
Part_orientational	45	base.n,back.a,left.n,southern.a,tip.n,northern.a,right.n,northernmost.a,south.a,easternmost.a,apex.n,western.a,top.a,top.n,southernmost.a,westernmost.a,eastern.a,bottom.a,crest.n,north.n,left.a,south.n,east.a,west.n,underside.n,east.n,side.n,right.a,northwest.n,bottom.n,north-south.n,foot.n,west.a,hind.a,underbelly.n,front.a,back.n,rear.a,heart.n,summit.n,front.n,north.a,face.n,rear.n,peak.n
Product_line	2	line.n,collection.n
Serving_in_capacity	1	serve.v
Surrendering	4	surrender.n,surrender.v,give up.v,turn in.v
Lose_possession_scenario	0	
Requirement_scenario	0	
Frequency	51	recurrent.a,recurring.a,daily.adv,sporadic.a,seldom.adv,weekly.a,usually.adv,yearly.a,normally.adv,interval.n,in general.adv,period.n,generally.adv,sometime.a,every so often.adv,on and off.adv,ordinarily.adv,off and on.adv,now and then.adv,frequency.n,common.a,always.adv,recurrence.n,time to time.adv,never.adv,often.adv,frequently.adv,annual.a,infrequently.adv,bi-annual.a,occasionally.adv,bi-monthly.a,biennial.a,sometimes.adv,daily.a,every.prep,fortnightly.a,all the time.adv,nightly.a,once in a while.adv,frequent.a,regularly.adv,infrequent.a,every once in a while.adv,intermittent.a,at times.adv,rare.a,monthly.a,constantly.adv,occasional.a,periodic.a
Non-gradable_proximity	21	by.prep,left [landmark-based].n,under.prep,port.n,over.prep,neighboring.a,on.prep,along.prep,in back (of).prep,right [landmark-based].n,ahead.adv,left [viewpoint-based].n,beneath.prep,underneath.prep,opposite.prep,behind.prep,opposite.a,in front (of).prep,right [viewpoint-based].n,starboard.n,beside.prep
Locale_by_use	64	hedge.n,cemetery.n,urban.a,village.n,countryside.n,center.n,facility.n,complex.n,installation.n,reactor.n,harbor.n,lab.n,plant.n,rural.a,country.n,laboratory.n,depot.n,farm.n,site.n,school.n,airfield.n,university.n,factory.n,silo.n,parking lot.n,base.n,courtyard.n,settlement.n,institute.n,pub.n,restaurant.n,museum.n,gallery.n,garden.n,park.n,square.n,mine.n,theater.n,city.n,shop.n,college.n,field.n,open space.a,post office.n,park[2].n,canal.n,green.n,ranch.n,headquarters.n,downtown.n,campus.n,zoo.n,port.n,work.n,court.n,range.n,compound.n,station.n,firehouse.n,bathhouse.n,development.n,plantation.n,safe house.n,boutique.n
Borrowing	1	borrow.v
Searching_scenario	0	
Evoking	12	put in mind (of).v,call to mind.v,conjure.v,evocative.a,evoke.v,ring a bell.v,recall.v,bring to mind.v,evocation.n,suggest.v,reminder.n,remind.v
Preliminaries	6	preliminary.n,groundwork.n,prefatory.a,preparatory.a,exploratory.a,preliminary.a
Criminal_process	0	
Losing	2	lose.v,misplace.v
Tolerating	6	toleration.n,bear.v,tolerant.a,stand.v,endure.v,tolerate.v
Beyond_compare	12	nonpareil.a,incomparable.a,beyond compare.a,unrivalled.a,without peer.a,without match.a,unmatched.a,without equal.a,without compare.a,unequalled.a,peerless.a,matchless.a
Team	4	team.n,firefighter.n,crew.n,fire fighter.n
Similarity	33	resemblance.n,like.n,unlike.a,distinct.a,alike.a,similarity [count].n,mimic.v,discrepant.a,ringer.n,differ.v,disparity.n,vary.v,image.n,very image.n,discrepancy.n,dissimilarity [mass].n,dissimilar.a,like.prep,difference.n,variant.n,resemble.v,take after.v,dissimilarity.n,disparate.a,difference [count].n,different.a,like.a,distinction.n,similar.a,similarity [mass].n,parallel.n,unlike.prep,spitting image.n
Military_operation	3	operate.v,campaign.n,operation.n
Operating_a_system	3	operate.v,manage.v,run.v
Improvised_explosive_device	6	car bomb.n,dismounted IED.n,IED.n,improvised explosive device.n,VBIED.n,roadside bomb.n
Earnings_and_losses	12	net.v,earn.v,loss.n,revenue.n,result.n,net.n,make.v,earnings.n,lose.v,pull.v,profit.n,income.n
Intoxicants	37	dope.n,ketamine.n,hashish.n,speed.n,marijuana.n,cocaine.n,heroin.n,acid.n,LSD.n,cannabis.n,freebase.n,codeine.n,upper.n,alcohol.n,weed.n,methamphetamine.n,crack.n,tobacco.n,pot.n,hallucinogen.n,opium.n,snuff.n,amphetamine.n,nicotine.n,inhalant.n,grass.n,morphine.n,peyote.n,drug.n,cigarette.n,sedative.n,coke.n,barbiturate.n,tranquillizer.n,ecstasy.n,mescaline.n,downer.n
Treating_and_mistreating	3	treat.v,use.v,mistreat.v
Part_edge	1	edge.n
Protest	5	protester.n,protest.v,demonstrate.v,protest.n,demonstration.n
Fire_burning	17	conflagration.n,flames.n,ablaze.a,spot fire.n,inferno.n,blaze.n,alight.a,rage.v,on fire.a,brush fire.n,fire.n,hot spot.n,burn.v,bonfire.n,campfire.n,blaze.v,backfire.n
Attempting_and_resolving_scenario	0	
Taking_sides	18	oppose.v,supportive.a,part.n,opposition [act].n,opposition [entity].n,opponent.n,side.n,for.prep,in favor.prep,endorse.v,pro.adv,side.v,support.v,supporter.n,back.v,backing.n,believe (in).v,against.prep
Ineffability	7	magic.a,ineffable.a,je ne sais quoi.n,magical.a,magic.n,ineffability.n,magicalness.n
Self_control	12	repress.v,suppress.v,refrain.v,restrain.v,repression.n,suppression.n,resistant.a,restraint.n,resist.v,(can't) help.v,resistance.n,hold back.v
Change_of_leadership	29	depose.v,rebellion.n,election.n,enthrone.v,coronate.v,crown.v,elect.v,vest.v,insurrection.n,install.v,revolt.v,oust.v,revolutionary.n,overthrow.v,dethrone.v,mutiny.v,independence.n,revolution.n,rising.n,freedom.n,overthrow.n,coup.n,ouster.n,mutiny.n,revolt.n,take over.v,uprising.n,throne.v,topple.v
Medium	1	in.prep
Cotheme	25	conduct.v,pursuer.n,accompany.v,usher.v,stalk.v,follow.v,tag along.v,walk.v,dog.v,guided.a,guide.v,dog (someone's) steps.idio,shepherd.v,pursuit.n,show.v,hound.v,lead.v,lead the way.v,chase.v,pursue.v,shadow.v,tail.v,track.v,trail.v,escort.v
Attack	38	assault.v,attack.n,assailant.n,drive-by.n,safire.n,SAF.n,fall (upon).v,airstrike.n,charge.n,small arms fire.n,bombing.n,fire.n,onslaught.n,lay (into).v,ambush.v,storm.v,bombardment.n,jump.v,bomb.v,assail.v,raid.v,ambush.n,onset.n,set (upon).v,raid.n,hit.v,assault.n,offensive.a,attacker.n,infiltrate.v,attack.v,strike.v,incursion.n,infiltration.n,charge.v,bombard.v,strike.n,offensive.n
Likelihood	31	chance.n,guaranteed.a,liable.a,probably.adv,may.v,certainly.adv,likely.adv,improbability.n,tend.v,assured.a,sure.a,likelihood.n,probability.n,certainty.n,probable.a,must.v,prone.a,possibly.adv,certain.a,undoubtedly.adv,likely.a,surely.adv,long.a,possibility.n,possible.a,would.v,can.v,bound.a,impossible.a,unlikely.a,might.v
Activity_ready_state	3	prepared.a,set.a,ready.a
